date,city,orders_delivered,potential,active_restaurants,daily_online_restaurants,daily_opening_hours,delivery_area_km2,order_distance_km,order_assign_to_restaurant_distance_km,order_restaurant_to_customer_distance_km,order_handling_time_mins,assign_time_mins,total_time_mins,working_hours,delivery_rating,delivery_time_target
2024-05-28,Munich,5783,6479,838,898,11.5,215.4,4.13,1.31,2.82,19.7,5.5,25.2,2621.6,3.6,30
2024-05-29,Munich,5850,6807,816,894,11.5,214.8,4.11,1.12,2.99,22.2,6.3,28.5,2739.1,3.3,30
2024-05-30,Munich,5772,6466,800,888,11.5,214.7,4.06,0.89,3.17,22.7,6.4,29.1,2678.2,3.2,30
2024-05-31,Munich,6644,7722,821,896,13.5,214.4,3.98,0.91,3.07,21.3,6,27.3,3307,3.3,30
2024-06-01,Munich,8324,9342,789,892,13.5,215.7,3.85,1.08,2.77,25.5,7.2,32.7,3733.8,2.9,30
2024-06-02,Munich,6395,7664,790,898,13.5,214.7,3.95,1.36,2.59,21.2,6,27.2,2841.4,3.3,30
2024-06-03,Munich,4978,6062,787,894,11.5,214.9,3.7,1.24,2.46,20.4,5.7,26.1,2277.4,3.5,30
2024-06-04,Munich,5017,5932,804,890,11.5,215.2,4.26,1.07,3.19,19,5.3,24.3,2255.2,3.6,30
2024-06-05,Munich,4949,5948,795,890,11.5,215.1,4.1,0.98,3.12,19.2,5.4,24.6,2294.6,3.5,30
2024-06-06,Munich,5053,6269,797,897,11.5,215.4,4.29,1.11,3.18,17.9,5.1,23,2312.1,3.6,30
2024-06-07,Munich,5819,6958,821,896,13.5,214.8,3.97,1.23,2.74,20.7,5.9,26.6,2746.9,3.4,30
2024-06-08,Munich,5934,6851,843,898,13.5,214.4,3.84,1.25,2.59,21.2,6,27.2,2652,3.3,30
2024-06-09,Munich,6670,7786,796,894,13.5,214.3,4.25,0.97,3.28,21.1,5.9,27,3116.1,3.4,30
2024-06-10,Munich,5692,6995,816,894,11.5,214.7,4.51,1.21,3.3,19.8,5.6,25.4,2582.5,3.6,30
2024-06-11,Munich,5820,6516,792,893,11.5,214.5,4.03,1.17,2.86,19,5.4,24.4,2661.9,3.6,30
2024-06-12,Munich,5693,6540,835,893,11.5,214.8,4.44,1.36,3.08,19.5,5.5,25,2575.2,3.5,30
2024-06-13,Munich,5674,6732,801,893,11.5,215.7,4.08,1.34,2.74,19.5,5.5,25,2538.1,3.5,30
2024-06-14,Munich,6602,7932,834,895,13.5,214.8,4.45,1.25,3.2,21.1,5.9,27,3065.3,3.3,30
2024-06-15,Munich,6828,8292,801,893,13.5,214.8,4.6,1.21,3.39,22.5,6.3,28.8,3042.9,3.3,30
2024-06-16,Munich,5808,6666,827,891,13.5,215,4.12,0.94,3.18,17.6,5,22.5,2702.4,3.7,30
2024-06-17,Munich,4904,5501,798,895,11.5,214.8,4.23,1.29,2.94,17.4,4.9,22.3,2144.3,3.7,30
2024-06-18,Munich,5129,6376,801,893,11.5,215,3.9,1.04,2.86,19.8,5.6,25.4,2304.3,3.5,30
2024-06-19,Munich,5006,5563,791,888,11.5,215.3,4.06,0.94,3.12,18.6,5.2,23.8,2440.4,3.6,30
2024-06-20,Munich,4957,5523,802,896,11.5,215.4,4.18,1.01,3.17,21,5.9,26.9,2204.2,3.3,30
2024-06-21,Munich,5954,6991,829,892,13.5,215.5,4.28,1.28,3,18.7,5.3,24,2749.5,3.6,30
2024-06-22,Munich,5857,7162,822,896,13.5,216,3.96,0.87,3.09,18.6,5.2,23.8,2551.7,3.5,30
2024-06-23,Munich,5945,7230,810,896,13.5,215.3,3.41,1.05,2.36,18.5,5.2,23.7,2683.2,3.7,30
2024-06-24,Munich,4925,6110,839,895,11.5,216.1,4.63,1.08,3.55,17.9,5.1,23,2431.7,3.6,30
2024-06-25,Munich,4977,5580,817,900,11.5,214.6,4.13,0.8,3.33,19.7,5.6,25.3,2349.3,3.5,30
2024-06-26,Munich,4809,5560,839,0,11.5,216,3.64,0.9,2.74,18.1,5.1,23.2,2231.4,3.6,30
2024-06-27,Munich,4999,5710,797,894,11.5,214.8,4.29,1.28,3.01,19.1,5.4,24.5,2220.1,3.5,30
2024-06-28,Munich,6053,7439,837,896,13.5,214.9,3.57,1.28,2.29,19.3,5.4,24.7,2728,3.6,30
2024-06-29,Munich,5931,6958,788,895,13.5,214.9,3.24,0.96,2.28,17.5,4.9,22.4,2809.8,3.8,30
2024-06-30,Munich,6016,6641,818,897,13.5,214.9,3.87,1.3,2.57,17.4,4.9,22.3,2739.5,3.7,30
2024-07-01,Munich,4991,6020,808,893,11.5,215,4.43,1.24,3.19,19.5,5.5,25,2296.7,3.5,30
2024-07-02,Munich,4899,5674,813,893,11.5,214.7,4.44,1.03,3.41,20.2,5.7,25.9,2404,3.4,30
2024-07-03,Munich,4854,5726,819,897,11.5,215.4,4.23,1.23,3,21.3,6,27.3,2344.4,3.3,30
2024-07-04,Munich,4868,6007,806,893,11.5,214.7,4.32,1.36,2.96,18.1,5.1,23.2,2315.5,3.7,30
2024-07-05,Munich,5981,6809,843,897,13.5,215.3,3.84,1.06,2.78,17.8,5,22.8,2905.3,3.7,30
2024-07-06,Munich,5946,6754,840,896,13.5,215.8,3.37,0.92,2.45,17.6,5,22.5,2907.5,3.7,30
2024-07-07,Munich,6079,6926,838,894,13.5,214.8,3.74,1.35,2.39,19.2,5.4,24.6,3013.2,3.6,30
2024-07-08,Munich,5039,5798,841,896,11.5,215.4,4.42,1.14,3.28,20,5.6,25.6,2227.7,3.5,30
2024-07-09,Munich,5038,5622,828,893,11.5,215.3,4.36,0.84,3.52,20.8,5.9,26.7,2414.4,3.4,30
2024-07-10,Munich,4986,6006,839,894,11.5,216.1,3.98,1.12,2.86,20.2,5.7,25.9,2389,3.5,30
2024-07-11,Munich,4863,5500,835,895,11.5,214.7,4.22,1.08,3.14,18.3,5.1,23.4,2358.5,3.6,30
2024-07-12,Munich,5984,7413,810,896,13.5,215.4,4.79,1.29,3.5,19.3,5.4,24.7,2792.8,3.5,30
2024-07-13,Munich,5958,6746,829,895,13.5,214.2,3.45,1.1,2.35,21.1,6,27.1,2765.7,3.4,30
2024-07-14,Munich,5838,6645,838,897,13.5,214.8,4.23,0.93,3.3,18.7,5.3,24,2830.6,3.6,30
2024-07-15,Munich,5080,5814,827,897,11.5,215.2,4.27,1.19,3.08,19.4,5.5,24.9,2327.5,3.5,30
2024-07-16,Munich,5070,6161,813,899,11.5,215.7,4.17,1.11,3.06,21.3,6,27.3,2287,3.3,30
2024-07-17,Munich,4845,5640,792,896,11.5,214.4,3.55,0.92,2.63,20.4,5.8,26.2,2293.9,3.4,30
2024-07-18,Munich,4896,5987,833,898,11.5,215.4,4.3,1.12,3.18,20.4,5.8,26.2,2250.4,3.5,30
2024-07-19,Munich,5897,7180,841,898,13.5,215,4.6,1.27,3.33,18.4,5.2,23.6,2741.9,3.6,30
2024-07-20,Munich,6012,7451,812,901,13.5,214.2,3.18,0.8,2.38,19.1,5.4,24.5,2920.3,3.5,30
2024-07-21,Munich,6001,7282,796,896,13.5,215.1,4.13,1.16,2.97,17.7,5,22.7,2704.4,3.6,30
2024-07-22,Munich,4964,5499,805,895,11.5,215.9,3.35,0.99,2.36,19.9,5.6,25.5,2215.6,3.5,30
2024-07-23,Munich,4987,6112,822,899,11.5,214.4,4.4,0.96,3.44,17.8,5,22.8,2272.4,3.5,30
2024-07-24,Munich,4831,5993,806,897,11.5,214.9,3.95,1.02,2.93,20.8,5.9,26.7,2303.6,3.4,30
2024-07-25,Munich,4998,6242,824,899,11.5,214.5,4.34,0.99,3.35,20.7,5.9,26.6,2194,3.5,30
2024-07-26,Munich,5941,6646,842,898,13.5,214.8,4.02,1.28,2.74,19.6,5.5,25.1,2780.6,3.5,30
2024-07-27,Munich,5884,7013,820,892,13.5,215.7,3.34,0.94,2.4,17.9,5.1,23,2829.2,3.7,30
2024-07-28,Munich,5798,6551,808,897,13.5,214.9,3.5,1.22,2.28,17.5,4.9,22.4,2731.7,3.6,30
2024-07-29,Munich,4962,5653,839,897,11.5,215.7,3.45,0.84,2.61,20.7,5.8,26.5,2247.7,3.5,30
2024-07-30,Munich,4995,6053,819,897,11.5,215.6,3.91,1.35,2.56,19.8,5.6,25.4,2216.3,3.5,30
2024-07-31,Munich,4789,5970,795,896,11.5,214.8,4.15,1.15,3,20.3,5.7,26,2272.9,3.5,30
2024-08-01,Munich,4961,5899,812,893,11.5,214.7,3.45,1.2,2.25,18.6,5.3,23.9,2396.9,3.6,30
2024-08-02,Munich,5964,7321,825,898,13.5,214.6,3.91,0.96,2.95,19.5,5.5,25,2725.8,3.5,30
2024-08-03,Munich,5896,6493,834,897,13.5,214.5,3.8,1.03,2.77,20.4,5.8,26.2,2590.1,3.4,30
2024-08-04,Munich,5989,6620,841,899,13.5,215.2,3.94,0.91,3.03,19.3,5.4,24.7,2914.4,3.6,30
2024-08-05,Munich,4946,5883,803,894,11.5,215,4.54,1.34,3.2,19.8,5.6,25.4,2207.1,3.4,30
2024-08-06,Munich,4988,5777,798,898,11.5,214.7,4.18,1.07,3.11,20.6,5.8,26.4,2327.6,3.4,30
2024-08-07,Munich,5757,7101,792,896,11.5,214.2,4.76,1.16,3.6,19.3,5.4,24.7,2570.3,3.6,30
2024-08-08,Munich,5757,6593,829,897,11.5,215.1,3.63,1.22,2.41,18.6,5.3,23.9,2675.6,3.6,30
2024-08-09,Munich,6797,7917,832,897,13.5,214.8,3.82,1,2.82,20.7,5.8,26.5,3216.5,3.4,30
2024-08-10,Munich,6729,7934,812,898,13.5,214.9,4.02,1.21,2.81,18.6,5.3,23.9,3046.1,3.5,30
2024-08-11,Munich,6648,7585,810,897,13.5,215.2,3.99,1.19,2.8,21.7,6.1,27.8,2928.4,3.4,30
2024-08-12,Munich,5639,6971,838,895,11.5,213.7,4.35,1.2,3.15,21.4,6,27.5,2690.3,3.3,30
2024-08-13,Munich,5597,6546,838,897,11.5,214.2,3.98,1.07,2.91,22.2,6.3,28.5,2617.6,3.2,30
2024-08-14,Munich,4975,5789,801,897,11.5,216.1,3.95,1.01,2.94,20,5.6,25.6,2404.8,3.5,30
2024-08-15,Munich,6084,7467,831,897,11.5,214.7,3.74,0.91,2.83,17.6,5,22.6,2960.6,3.6,30
2024-08-16,Munich,5916,6784,817,891,13.5,213.7,4.88,1.27,3.61,18.4,5.2,23.6,2648.9,3.6,30
2024-08-17,Munich,5996,7330,799,899,13.5,214.3,4.67,1.15,3.52,20.7,5.8,26.5,2910.4,3.4,30
2024-08-18,Munich,5876,6571,808,897,13.5,216.2,3.7,1.05,2.65,18,5.1,23.1,2625.6,3.6,30
2024-08-19,Munich,4979,5613,797,895,11.5,214.6,3.73,1.35,2.38,20.3,5.7,26,2338.9,3.4,30
2024-08-20,Munich,5085,6318,807,899,11.5,215.6,4.21,0.81,3.4,20.6,5.8,26.4,2212.3,3.4,30
2024-08-21,Munich,5028,6166,824,899,11.5,215.1,4.91,1.29,3.62,18.7,5.3,24,2441.7,3.6,30
2024-08-22,Munich,4802,5561,809,897,11.5,214.8,4.01,1.38,2.63,18.7,5.3,24,2368,3.5,30
2024-08-23,Munich,6009,7185,808,895,13.5,215.4,4.03,1.31,2.72,19.7,5.5,25.2,2970.9,3.4,30
2024-08-24,Munich,6013,7464,819,898,13.5,213.8,4.81,1.27,3.54,20.9,5.9,26.8,2671.7,3.4,30
2024-08-25,Munich,5969,6755,794,898,13.5,214.3,4.22,1,3.22,18.3,5.1,23.4,2800.6,3.6,30
2024-08-26,Munich,5026,5573,831,900,11.5,214.8,3.55,0.92,2.63,21.2,6,27.2,2511.8,3.4,30
2024-08-27,Munich,4876,5756,810,897,11.5,214.3,4.25,1.22,3.03,19.8,5.6,25.4,2155.2,3.5,30
2024-08-28,Munich,4966,5568,817,900,11.5,214.7,4.5,0.96,3.54,21.4,6,27.5,2194.4,3.3,30
2024-08-29,Munich,5815,6559,841,897,11.5,215.4,4.25,0.89,3.36,18.7,5.3,24,2593.8,3.6,30
2024-08-30,Munich,6797,8385,806,895,13.5,215.1,4.51,1.25,3.26,18.9,5.3,24.2,3276.5,3.6,30
2024-08-31,Munich,6750,7432,823,896,13.5,215.7,4.22,0.97,3.25,21.9,6.2,28.1,3196.3,3.3,30
2024-09-01,Munich,6607,8077,811,898,13.5,215.1,3.8,1.33,2.47,22.2,6.2,28.4,2971.5,3.3,30
2024-09-02,Munich,5599,6593,838,898,11.5,215.5,4.65,1.28,3.37,20.3,5.7,26,2608.1,3.5,30
2024-09-03,Munich,5715,6765,836,899,11.5,215,3.9,1.29,2.61,21.4,6,27.5,2793.1,3.5,30
2024-09-04,Munich,5722,6870,803,898,11.5,214.7,4.76,1.24,3.52,22.2,6.2,28.4,2760.5,3.2,30
2024-09-05,Munich,4949,5764,829,900,11.5,215.7,4.04,1.31,2.73,17.6,5,22.5,2159.5,3.7,30
2024-09-06,Munich,5871,6559,793,898,13.5,214.6,4.68,1.26,3.42,19.7,5.6,25.3,2870.5,3.5,30
2024-09-07,Munich,5995,6686,839,895,13.5,215.2,3.73,1.14,2.59,20.9,5.9,26.8,2703.1,3.4,30
2024-09-08,Munich,5963,7234,809,898,13.5,215.4,3.9,0.96,2.94,19,5.4,24.4,2782,3.6,30
2024-09-09,Munich,4988,5652,832,895,11.5,215.4,3.68,1.31,2.37,18.6,5.3,23.9,2242.2,3.6,30
2024-09-10,Munich,5019,5542,808,899,11.5,214.4,4.42,1.28,3.14,20.7,5.8,26.5,2283.1,3.3,30
2024-09-11,Munich,4932,6149,827,901,11.5,215.5,4.45,1.06,3.39,18.7,5.3,24,2313.6,3.6,30
2024-09-12,Munich,5655,7052,842,897,11.5,214.5,4.03,0.8,3.23,18.3,5.2,23.5,2685,3.6,30
2024-09-13,Munich,6806,7872,841,902,13.5,215.4,4.11,1.16,2.95,22.5,6.4,28.9,3057.1,3.3,30
2024-09-14,Munich,6620,7307,801,901,13.5,215.3,3.09,0.81,2.28,20.9,5.9,26.8,3157,3.4,30
2024-09-15,Munich,6649,8039,822,901,13.5,215.4,4.87,1.34,3.53,21.9,6.2,28.1,2973.2,3.3,30
2024-09-16,Munich,5827,7136,809,899,11.5,214.4,4.57,1.36,3.21,21.9,6.2,28.1,2643.9,3.2,30
2024-09-17,Munich,5649,6319,812,897,11.5,215.3,4.15,0.89,3.26,18.6,5.3,23.9,2599.3,3.6,30
2024-09-18,Munich,5694,6379,810,901,11.5,215.5,4.52,1.19,3.33,19.1,5.4,24.5,2697.8,3.6,30
2024-09-19,Munich,4918,6016,808,898,11.5,215.1,4.11,0.84,3.27,18.6,5.3,23.9,2385.6,3.6,30
2024-09-20,Munich,5773,7148,820,899,13.5,214.6,4.06,1.22,2.84,18.7,5.3,24,2608.5,3.5,30
2024-09-21,Munich,5939,7237,801,899,13.5,215.5,4.24,0.99,3.25,20.1,5.7,25.8,2929.4,3.5,30
2024-09-22,Munich,5850,6611,821,901,13.5,215.1,4.29,1.19,3.1,20,5.6,25.6,2553.3,3.5,30
2024-09-23,Munich,4985,5791,807,901,11.5,214.2,4.42,1,3.42,19.4,5.5,24.9,2173.4,3.5,30
2024-09-24,Munich,5070,6033,806,899,11.5,214.6,4.21,0.87,3.34,18.3,5.1,23.4,2486.4,3.7,30
2024-09-25,Munich,4738,5325,827,895,11.5,214.7,3.3,1.02,2.28,19,5.3,24.3,2332.6,3.7,30
2024-09-26,Munich,4919,5566,791,898,11.5,215.8,3.6,0.85,2.75,19.6,5.5,25.1,2316.1,3.5,30
2024-09-27,Munich,6741,7701,813,901,13.5,215.7,3.4,1.13,2.27,20.4,5.7,26.1,2944.8,3.4,30
2024-09-28,Munich,6477,7619,814,900,13.5,215.7,3.16,0.8,2.36,18.9,5.3,24.2,3055.1,3.6,30
2024-09-29,Munich,6829,8035,815,897,13.5,215.1,4.16,1.1,3.06,21.2,6,27.2,3237.8,3.4,30
2024-09-30,Munich,5741,7016,824,896,11.5,215.5,4.75,1.31,3.44,18.6,5.3,23.9,2596.5,3.6,30
2024-10-01,Munich,5812,7049,811,900,11.5,214.4,3.67,1.28,2.39,20,5.6,25.6,2830.1,3.5,30
2024-10-02,Munich,5647,6985,801,898,11.5,215,4.16,1.31,2.85,21.4,6,27.5,2677.6,3.4,30
2024-10-03,Munich,6651,8147,837,898,11.5,215.2,4.83,1.33,3.5,18.4,5.2,23.6,3186.3,3.6,30
2024-10-04,Munich,5935,6754,845,901,13.5,214.5,4.2,0.84,3.36,19.7,5.6,25.3,2721.9,3.5,30
2024-10-05,Munich,6165,7087,794,902,13.5,215.1,3.81,0.86,2.95,18.7,5.3,24,3009,3.5,30
2024-10-06,Munich,6083,7147,819,898,13.5,215.8,4.41,1.11,3.3,17.4,4.9,22.3,2810.2,3.7,30
2024-10-07,Munich,4973,5480,810,900,11.5,215.3,4.27,1.32,2.95,18.2,5.1,9999,2203.1,3.7,30
2024-10-08,Munich,4985,6159,806,900,11.5,215.5,3.8,1.36,2.44,21.2,6,27.2,2314,3.4,30
2024-10-09,Munich,5023,5558,810,900,11.5,213.8,3.2,0.81,2.39,19.5,5.5,25,2278,3.5,30
2024-10-10,Munich,5199,5970,826,900,11.5,215.8,3.47,0.99,2.48,21.4,6,27.5,2570.5,3.4,30
2024-10-11,Munich,5990,7100,804,902,13.5,214.9,3.62,0.91,2.71,19.5,5.5,25,2806,3.4,30
2024-10-12,Munich,5956,7014,840,899,13.5,214.6,4.75,1.23,3.52,19.6,5.5,25.1,2936.2,3.5,30
2024-10-13,Munich,5918,7090,814,897,13.5,214.9,4.5,1.16,3.34,19,5.3,24.3,2714.9,3.6,30
2024-10-14,Munich,4983,5875,813,904,11.5,214.3,3.68,0.85,2.83,18.6,5.3,23.9,2390.7,3.5,30
2024-10-15,Munich,88888,5559,836,903,11.5,215.5,3.98,1.07,2.91,18.4,5.2,23.6,2349.3,3.6,30
2024-10-16,Munich,5009,5660,791,898,11.5,214.8,3.78,1.19,2.59,18.8,5.3,24.1,2476,3.5,30
2024-10-17,Munich,4816,5952,816,901,11.5,214.6,4.46,1.25,3.21,19.3,5.4,24.7,2300.9,3.5,30
2024-10-18,Munich,5925,6752,813,903,13.5,214.9,4.13,0.79,3.34,18.2,5.1,23.3,2753.2,3.6,30
2024-10-19,Munich,6025,6881,812,902,13.5,215.6,3.86,1.31,2.55,18.3,5.2,23.5,2769.6,3.5,30
2024-10-20,Munich,5988,6957,812,902,13.5,215.1,3.4,1.12,2.28,18.5,5.2,23.7,2964.4,3.6,30
2024-10-21,Munich,4913,5507,793,900,11.5,214.3,4.36,1.27,3.09,19.2,5.4,24.6,2237.8,3.5,30
2024-10-22,Munich,4936,5805,803,904,11.5,215.2,4.27,1.26,3.01,20,5.7,25.7,2299.4,3.5,30
2024-10-23,Munich,5063,6074,800,901,11.5,214.5,3.67,0.89,2.78,20.9,5.9,26.8,2342.8,3.4,30
2024-10-24,Munich,4838,5892,845,900,11.5,213.9,3.97,0.85,3.12,18.6,5.2,23.8,2150.4,3.6,30
2024-10-25,Munich,5831,7036,795,903,13.5,215.7,4.2,1.21,2.99,18.1,5.1,23.2,2773.1,3.7,30
2024-10-26,Munich,5859,6574,801,901,13.5,215.2,3.44,0.87,2.57,19,5.3,24.3,2855,3.5,30
2024-10-27,Munich,5950,6952,846,902,13.5,215,4.07,1.29,2.78,21.1,5.9,27,2747.6,3.4,30
2024-10-28,Munich,4824,5334,826,901,11.5,214.8,4.04,1.22,2.82,17.4,4.9,22.3,2112.5,3.7,30
2024-10-29,Munich,5055,5573,818,902,11.5,215.7,4.74,1.29,3.45,20.2,5.7,25.9,2345.3,3.3,30
2024-10-30,Munich,4867,5675,795,899,11.5,216.5,4.53,0.96,3.57,19.3,5.5,24.8,2163.5,3.5,30
2024-10-31,Munich,4982,5669,826,898,11.5,215.2,4.44,0.97,3.47,18,5.1,23.1,2237,3.6,30
2024-11-01,Munich,6886,8280,802,904,13.5,214.5,4.41,1.18,3.23,18.7,5.3,24,3194.6,3.7,30
2024-11-02,Munich,5945,7185,830,902,13.5,214.9,3.84,0.8,3.04,18.3,5.2,23.5,2709.3,3.7,30
2024-11-03,Munich,5791,7147,847,903,13.5,215.2,4.4,1.22,3.18,21,5.9,26.9,2729,3.4,30
2024-11-04,Munich,5060,6143,818,898,11.5,213.8,4.81,1.28,3.53,19.3,5.5,24.8,2343.5,3.5,30
2024-11-05,Munich,4863,5384,807,904,11.5,215.2,3.6,1.03,2.57,19.7,5.5,25.2,2259.6,3.5,30
2024-11-06,Munich,4853,5608,825,900,11.5,215.2,4.21,1.24,2.97,19.8,5.6,25.4,2193.2,3.5,30
2024-11-07,Munich,5197,5929,819,900,11.5,215.7,4.07,0.88,3.19,20,5.6,25.6,2448,3.6,30
2024-11-08,Munich,6007,6955,821,901,13.5,215.6,4.14,0.97,3.17,19.4,5.5,24.9,2959.2,3.5,30
2024-11-09,Munich,6048,6798,817,900,13.5,215.1,3.93,1.36,2.57,17.5,4.9,22.4,2704.1,3.7,30
2024-11-10,Munich,5997,6684,830,902,13.5,215.8,4.41,1.37,3.04,18.7,5.3,24,2719.2,3.6,30
2024-11-11,Munich,4914,5789,823,901,11.5,216,4.42,1.09,3.33,18.1,5.1,23.2,2150.5,3.7,30
2024-11-12,Munich,4829,5833,849,904,11.5,215,4.23,1.34,2.89,20.2,5.7,25.9,2268.6,3.4,30
2024-11-13,Munich,4930,5942,841,905,11.5,215.2,4.42,1.09,3.33,17.6,5,22.6,2436.4,3.7,30
2024-11-14,Munich,4862,5677,810,905,11.5,214.1,3.67,0.95,2.72,19.7,5.5,25.2,2387.4,3.5,30
2024-11-15,Munich,5860,6905,828,897,13.5,214.3,4.47,0.94,3.53,18.3,5.1,23.4,2625.5,3.7,30
2024-11-16,Munich,5793,6820,803,900,13.5,214.6,4.31,1.34,2.97,21.3,6,27.3,2867.4,3.4,30
2024-11-17,Munich,5963,7177,832,898,13.5,214.8,3.93,0.88,3.05,18.7,5.3,24,2624.2,3.5,30
2024-11-18,Munich,5117,5665,799,900,11.5,214.5,3.39,1.13,2.26,18.7,5.3,24,2454.8,3.6,30
2024-11-19,Munich,5015,6050,818,901,11.5,215,3.57,1.11,2.46,21.2,6,27.2,2209.6,3.4,30
2024-11-20,Munich,5693,6759,837,903,11.5,214.8,4.33,1.22,3.11,20.2,5.7,25.9,2550.6,3.4,30
2024-11-21,Munich,5699,6438,808,901,11.5,215.5,3.89,1.08,2.81,22.5,6.4,28.9,2520.2,3.3,30
2024-11-22,Munich,6391,7077,838,901,13.5,214.8,3.87,0.94,2.93,18.5,5.2,23.7,3096.1,3.6,30
2024-11-23,Munich,6653,7426,829,903,13.5,213.9,3.19,0.88,2.31,19.7,5.5,25.2,3053.6,3.4,30
2024-11-24,Munich,6553,7724,812,899,13.5,215.1,4.54,1.15,3.39,21.3,6,27.3,3231.1,3.3,30
2024-11-25,Munich,5717,6939,815,901,11.5,215,4.53,1.21,3.32,22.2,6.3,28.5,2774.3,3.2,30
2024-11-26,Munich,5678,6530,842,901,11.5,214.6,3.6,1.12,2.48,19.5,5.5,25,2712.9,3.5,30
2024-11-27,Munich,4873,5637,805,902,11.5,215,4.33,1.22,3.11,21.2,6,27.2,2192.8,3.3,30
2024-11-28,Munich,4971,6164,832,903,11.5,214.5,4.23,0.86,3.37,19.8,5.6,25.4,2476.3,3.5,30
2024-11-29,Munich,5962,6748,835,906,13.5,215.2,4.43,1.31,3.12,20.7,5.8,26.5,2625.4,3.4,30
2024-11-30,Munich,6103,6808,846,905,13.5,216.3,3.78,1.13,2.65,19,5.4,24.4,3019.4,3.6,30
2024-12-01,Munich,6020,6932,831,901,13.5,214.1,4,0.86,3.14,18.3,5.1,23.4,2849.1,3.6,30
2024-12-02,Munich,5725,6938,825,902,11.5,214.7,3.57,1.06,2.51,22.3,6.3,28.6,2828.1,3.3,30
2024-12-03,Munich,5609,6696,842,902,11.5,214.7,3.96,1.29,2.67,22.4,6.3,28.7,2514.5,3.3,30
2024-12-04,Munich,5596,6504,838,902,11.5,214.8,3.88,1.32,2.56,20.5,5.8,26.3,2739.9,3.5,30
2024-12-05,Munich,5763,7173,833,903,11.5,215.5,3.94,0.94,3,18.4,5.2,23.6,2543.9,3.6,30
2024-12-06,Munich,6675,8078,792,899,13.5,215.3,3.58,1.21,2.37,18.8,5.3,24.1,3091.6,3.6,30
2024-12-07,Munich,6720,7454,816,905,13.5,215.4,4.37,0.84,3.53,20.8,5.9,26.7,2941.5,3.4,30
2024-12-08,Munich,6793,8231,831,906,13.5,215,3.49,0.8,2.69,18.5,5.2,23.7,3254.7,3.5,30
2024-12-09,Munich,4808,5306,822,903,11.5,214.3,3.65,1.12,2.53,19,5.4,24.4,2250.6,3.5,30
2024-12-10,Munich,5099,6106,811,903,11.5,214.4,4.12,1.2,2.92,18.6,5.3,23.9,2309,3.6,30
2024-12-11,Munich,5056,5721,803,904,11.5,215.4,3.87,1.26,2.61,20.3,5.7,26,2247.5,3.4,30
2024-12-12,Munich,4754,5726,826,905,11.5,215.1,3.95,0.98,2.97,17.6,5,22.6,2235.7,3.7,30
2024-12-13,Munich,6187,7093,810,903,13.5,215.6,3.49,0.78,2.71,19.4,5.5,24.9,2728.3,3.5,30
2024-12-14,Munich,5984,7366,809,905,13.5,215.1,3.47,1.07,2.4,19.7,5.6,25.3,2940,3.6,30
2024-12-15,Munich,5904,6792,817,904,13.5,214.4,3.38,0.79,2.59,19.9,5.6,25.5,2668.3,3.4,30
2024-12-16,Munich,5011,5977,841,908,11.5,214.7,3.67,0.84,2.83,19,5.4,24.4,2381.1,3.6,30
2024-12-17,Munich,4862,5556,821,903,11.5,215.3,3.24,0.98,2.26,18.6,5.3,23.9,2394.6,3.7,30
2024-12-18,Munich,5014,6205,803,900,11.5,215.4,4.34,1.04,3.3,20.2,5.7,25.9,2369.6,3.4,30
2024-12-19,Munich,4880,5939,799,901,11.5,215.4,4.04,0.95,3.09,20.9,5.9,26.8,2155.4,3.4,30
2024-12-20,Munich,6154,6993,822,904,13.5,214.5,4.19,1.13,3.06,20.2,5.7,25.9,2682.5,3.4,30
2024-12-21,Munich,5958,7401,840,906,13.5,214.4,3.79,0.81,2.98,21.2,6,27.2,2813.2,3.5,30
2024-12-22,Munich,6016,6939,829,902,13.5,214.9,3.92,0.87,3.05,20.4,5.7,26.1,2655,3.5,30
2024-12-23,Munich,4881,5846,807,903,11.5,215.7,4.73,1.2,3.53,20.5,5.8,26.3,2267.2,3.4,30
2024-12-24,Munich,5041,6106,820,905,11.5,214.7,3.1,0.87,2.23,18,5.1,23.1,2275.7,3.6,30
2024-12-25,Munich,5950,6565,840,902,11.5,215.2,3.45,1.16,2.29,19.1,5.4,24.5,2954.9,3.5,30
2024-12-26,Munich,5810,7226,804,903,11.5,215.2,3.3,0.81,2.49,19.3,5.5,24.8,2680.9,3.5,30
2024-12-27,Munich,5928,6827,822,902,13.5,215.4,3.47,1.02,2.45,18.4,5.2,23.6,2933.1,3.7,30
2024-12-28,Munich,6145,6934,816,906,13.5,215.8,3.36,0.89,2.47,19.6,5.5,25.1,2953.5,3.5,30
2024-12-29,Munich,6037,7411,804,907,13.5,215.8,4.01,0.85,3.16,18.6,5.2,23.8,2782,3.5,30
2024-12-30,Munich,4922,5933,795,901,11.5,214.7,3.98,1.12,2.86,20.2,5.7,25.9,2195.2,3.5,30
2024-12-31,Munich,4773,5312,825,904,11.5,214,4.95,1.34,3.61,19.3,5.5,24.8,2201.3,3.5,30
2025-01-01,Munich,5868,6557,799,907,11.5,214.7,3.35,0.81,2.54,19.3,5.4,24.7,2572.7,3.5,30
2025-01-02,Munich,4819,5817,802,905,11.5,215,3.69,1.03,2.66,21.4,6,27.5,2148.4,3.4,30
